NO_SUBSTANCIA;TP_SUBSTANCIA;DS_INGREDIENTE_ATIVO;CLASSE_AGRONOMICA;NO_CULTURA;NO_UNIDADE_MEDIDA;Produto
IMAZETAPIR;Quimico;IMAZETAPIR;HERBICIDA;Soja;MILIGRAMA/KILOGRAMA;Esplanade
IMAZETAPIR;Quimico;IMAZETAPIR;HERBICIDA;Ervilha;MILIGRAMA/KILOGRAMA;Atectra
IMAZETAPIR;Quimico;IMAZETAPIR;HERBICIDA;Lentilha;MILIGRAMA/KILOGRAMA;Sector
Indaziflam;Quimico;Indaziflam;HERBICIDA;Dendà;MILIGRAMA/KILOGRAMA;Outliner
Indaziflam;Quimico;Indaziflam;HERBICIDA;CafÇ;MILIGRAMA/KILOGRAMA;Glifosato Nortox SL
Indaziflam;Quimico;Indaziflam;HERBICIDA;Citros;MILIGRAMA/KILOGRAMA;Glifosato CCAB BR
Indaziflam;Quimico;Indaziflam;HERBICIDA;Maá∆;MILIGRAMA/KILOGRAMA;Zethamaxx
Indaziflam;Quimico;Indaziflam;HERBICIDA;Goiaba;MILIGRAMA/KILOGRAMA;GrandeBR
Indaziflam;Quimico;Indaziflam;HERBICIDA;Uva;MILIGRAMA/KILOGRAMA;Boral Full
Indaziflam;Quimico;Indaziflam;HERBICIDA;Banana;MILIGRAMA/KILOGRAMA;Kairos
Indaziflam;Quimico;Indaziflam;HERBICIDA;Caju;MILIGRAMA/KILOGRAMA;Nicossulfurom Ascenza
Indaziflam;Quimico;Indaziflam;HERBICIDA;Cana-de-aá£car;MILIGRAMA/KILOGRAMA;AUG 122
Indaziflam;Quimico;Indaziflam;HERBICIDA;Coco;MILIGRAMA/KILOGRAMA;Dublon SC
Indaziflam;Quimico;Indaziflam;HERBICIDA;Manga;MILIGRAMA/KILOGRAMA;Xtendicam
Iodossulfurom-met°lico-s¢dico;Quimico;Iodossulfurom-met°lico-s¢dico;HERBICIDA;Trigo;MILIGRAMA/KILOGRAMA;Patrol SL
Iodossulfurom-met°lico-s¢dico;Quimico;Iodossulfurom-met°lico-s¢dico;HERBICIDA;Arroz;MILIGRAMA/KILOGRAMA;Zura 806 SL
Iodossulfurom-met°lico-s¢dico;Quimico;Iodossulfurom-met°lico-s¢dico;HERBICIDA;Cana-de-aá£car;MILIGRAMA/KILOGRAMA;Fluente
Iodossulfurom-met°lico-s¢dico;Quimico;Iodossulfurom-met°lico-s¢dico;HERBICIDA;Milho;MILIGRAMA/KILOGRAMA;Alion Pro
ISOXAFLUTOL;Quimico;ISOXAFLUTOL;HERBICIDA;Algod∆o;MILIGRAMA/KILOGRAMA;Atulamina 806 SL
ISOXAFLUTOL;Quimico;ISOXAFLUTOL;HERBICIDA;Cana-de-aá£car;MILIGRAMA/KILOGRAMA;2 4-D CROP 806 SL
ISOXAFLUTOL;Quimico;ISOXAFLUTOL;HERBICIDA;Soja;MILIGRAMA/KILOGRAMA;Venture
ISOXAFLUTOL;Quimico;ISOXAFLUTOL;HERBICIDA;Batata;MILIGRAMA/KILOGRAMA;Pilarico
ISOXAFLUTOL;Quimico;ISOXAFLUTOL;HERBICIDA;Milho;MILIGRAMA/KILOGRAMA;Amaiz
ISOXAFLUTOL;Quimico;ISOXAFLUTOL;HERBICIDA;Mandioca;MILIGRAMA/KILOGRAMA;Facero SC
LACTOFEM;Quimico;LACTOFEM;HERBICIDA;Soja;MILIGRAMA/KILOGRAMA;Dessicash 200 SL
LINUROM;Quimico;LINUROM;HERBICIDA;Alho;MILIGRAMA/KILOGRAMA;PonteiroBR
LINUROM;Quimico;LINUROM;HERBICIDA;Cebola;MILIGRAMA/KILOGRAMA;Crossover
LINUROM;Quimico;LINUROM;HERBICIDA;Cenoura;MILIGRAMA/KILOGRAMA;"Atraer WG; Atradry Xtra; Atrapax Xtra; Atraking Xtra; Atrabest Xtra; Rezim Xtra; Rezina Xtra;"
LINUROM;Quimico;LINUROM;HERBICIDA;Coentro;MILIGRAMA/KILOGRAMA;Atrazina R 900 WG Perterra
LINUROM;Quimico;LINUROM;HERBICIDA;Mandioquinha-salsa / Batata Baroa;MILIGRAMA/KILOGRAMA;Herbzina Plus
LINUROM;Quimico;LINUROM;HERBICIDA;Camomila;MILIGRAMA/KILOGRAMA;"Glifosato IPA 480 Rainbow; Buena; Cosecha; Glyking;"
LINUROM;Quimico;LINUROM;HERBICIDA;Inhame;MILIGRAMA/KILOGRAMA;Zafera
LINUROM;Quimico;LINUROM;HERBICIDA;Gengibre;MILIGRAMA/KILOGRAMA;Fascinate BR
LINUROM;Quimico;LINUROM;HERBICIDA;Milho;MILIGRAMA/KILOGRAMA;Glifosato 720 WG Nortox
LINUROM;Quimico;LINUROM;HERBICIDA;Batata-doce;MILIGRAMA/KILOGRAMA;Provence Total
LINUROM;Quimico;LINUROM;HERBICIDA;Salsa;MILIGRAMA/KILOGRAMA;Credit 480
LINUROM;Quimico;LINUROM;HERBICIDA;Batata;MILIGRAMA/KILOGRAMA;Token
LINUROM;Quimico;LINUROM;HERBICIDA;Ervilha;MILIGRAMA/KILOGRAMA;Xeque Mate
LINUROM;Quimico;LINUROM;HERBICIDA;Soja;MILIGRAMA/KILOGRAMA;Kicker Sup
LINUROM;Quimico;LINUROM;HERBICIDA;Batata yacon;MILIGRAMA/KILOGRAMA;Cletodim CCAB 240 EC
LINUROM;Quimico;LINUROM;HERBICIDA;Mandioca;MILIGRAMA/KILOGRAMA;Kicker
MCPA;Quimico;MCPA;HERBICIDA;Trigo;MILIGRAMA/KILOGRAMA;Sultrax
MCPA;Quimico;MCPA;HERBICIDA;Cana-de-aá£car;MILIGRAMA/KILOGRAMA;Targa Max
MCPA;Quimico;MCPA;HERBICIDA;Milho;MILIGRAMA/KILOGRAMA;Cletodim Nortox
MCPA;Quimico;MCPA;HERBICIDA;Soja;MILIGRAMA/KILOGRAMA;Alia
MCPA;Quimico;MCPA;HERBICIDA;Aveia;MILIGRAMA/KILOGRAMA;Pastejo
MCPA;Quimico;MCPA;HERBICIDA;Cevada;MILIGRAMA/KILOGRAMA;Duo
Mesotriona;Quimico;Mesotriona;HERBICIDA;Soja;MILIGRAMA/KILOGRAMA;Seculo
Mesotriona;Quimico;Mesotriona;HERBICIDA;Cana-de-aá£car;MILIGRAMA/KILOGRAMA;Glifosato SCB BR
Mesotriona;Quimico;Mesotriona;HERBICIDA;Milho;MILIGRAMA/KILOGRAMA;Kick-Off 480 SL
Mesotriona;Quimico;Mesotriona;HERBICIDA;Milheto;MILIGRAMA/KILOGRAMA;Volpe
METAMITRONA;Quimico;METAMITRONA;HERBICIDA;Beterraba;MILIGRAMA/KILOGRAMA;Enlistduo Colex-D
METAMITRONA;Quimico;METAMITRONA;HERBICIDA;Maá∆;MILIGRAMA/KILOGRAMA;Cortador 806 SL
METRIBUZIM;Quimico;METRIBUZIM;HERBICIDA;Amendoim;MILIGRAMA/KILOGRAMA;Clearup
METRIBUZIM;Quimico;METRIBUZIM;HERBICIDA;Citros;MILIGRAMA/KILOGRAMA;Mesotriona Nortox
METRIBUZIM;Quimico;METRIBUZIM;HERBICIDA;Cana-de-aá£car;MILIGRAMA/KILOGRAMA;"Blowout; Cleanover; Rapido; Limpio; Dicepto; Sluga; Heaton;"
METRIBUZIM;Quimico;METRIBUZIM;HERBICIDA;Mandioca;MILIGRAMA/KILOGRAMA;Spraykill
METRIBUZIM;Quimico;METRIBUZIM;HERBICIDA;Tomate;MILIGRAMA/KILOGRAMA;Egan
METRIBUZIM;Quimico;METRIBUZIM;HERBICIDA;Trigo;MILIGRAMA/KILOGRAMA;Kyron 750 WG
METRIBUZIM;Quimico;METRIBUZIM;HERBICIDA;Aspargo;MILIGRAMA/KILOGRAMA;Rayo
METRIBUZIM;Quimico;METRIBUZIM;HERBICIDA;Batata;MILIGRAMA/KILOGRAMA;Marte WG
METRIBUZIM;Quimico;METRIBUZIM;HERBICIDA;Soja;MILIGRAMA/KILOGRAMA;Cardeal
METRIBUZIM;Quimico;METRIBUZIM;HERBICIDA;CafÇ;MILIGRAMA/KILOGRAMA;Pledge SC
MSMA;Quimico;MSMA;HERBICIDA;Cana-de-aá£car;MILIGRAMA/KILOGRAMA;Sumisoya 500 SC
MSMA;Quimico;MSMA;HERBICIDA;Citros;MILIGRAMA/KILOGRAMA;"Sumyzin 500 SC; Ninja; Andromeda;"
MSMA;Quimico;MSMA;HERBICIDA;Algod∆o;MILIGRAMA/KILOGRAMA;Flumyzin 500 SC
MSMA;Quimico;MSMA;HERBICIDA;CafÇ;MILIGRAMA/KILOGRAMA;Mesotriona CCAB 480 SC
Nicossulfurom;Quimico;Nicossulfurom;HERBICIDA;Milho;MILIGRAMA/KILOGRAMA;Mesotrione 480 SC Proventis
Nicossulfurom;Quimico;Nicossulfurom;HERBICIDA;Soja;MILIGRAMA/KILOGRAMA;Mesotrione 480 SC PLS
Nicossulfurom;Quimico;Nicossulfurom;HERBICIDA;Sorgo;MILIGRAMA/KILOGRAMA;Hexazuron
Octanoato de ioxinila;Quimico;Octanoato de ioxinila;HERBICIDA;Cebola;MILIGRAMA/KILOGRAMA;Viance
Octanoato de ioxinila;Quimico;Octanoato de ioxinila;HERBICIDA;Alho;MILIGRAMA/KILOGRAMA;Haloxifop CCAB 124 7 EC
Ortossulfamurom;Quimico;Ortossulfamurom;HERBICIDA;Arroz;MILIGRAMA/KILOGRAMA;Daga
Ortossulfamurom;Quimico;Ortossulfamurom;HERBICIDA;Cana-de-aá£car;MILIGRAMA/KILOGRAMA;Krost 806 SL
Oxadiazona;Quimico;Oxadiazona;HERBICIDA;Alho;MILIGRAMA/KILOGRAMA;Arrange
Oxadiazona;Quimico;Oxadiazona;HERBICIDA;Arroz;MILIGRAMA/KILOGRAMA;Lifter
Oxadiazona;Quimico;Oxadiazona;HERBICIDA;Cana-de-aá£car;MILIGRAMA/KILOGRAMA;Panga 900 WG
Oxadiazona;Quimico;Oxadiazona;HERBICIDA;Cebola;MILIGRAMA/KILOGRAMA;Unimark 480 SC
OXIFLUORFEM;Quimico;OXIFLUORFEM;HERBICIDA;CafÇ;MILIGRAMA/KILOGRAMA;Meson 480 SC
OXIFLUORFEM;Quimico;OXIFLUORFEM;HERBICIDA;Cana-de-aá£car;MILIGRAMA/KILOGRAMA;Esplanade Optima
OXIFLUORFEM;Quimico;OXIFLUORFEM;HERBICIDA;Arroz;MILIGRAMA/KILOGRAMA;Glifosato 480 SL Alamos
OXIFLUORFEM;Quimico;OXIFLUORFEM;HERBICIDA;Cebola;MILIGRAMA/KILOGRAMA;Glifosato Alta 480 SL
OXIFLUORFEM;Quimico;OXIFLUORFEM;HERBICIDA;Algod∆o;MILIGRAMA/KILOGRAMA;Krost 970 WG
OXIFLUORFEM;Quimico;OXIFLUORFEM;HERBICIDA;Soja;MILIGRAMA/KILOGRAMA;Missil
OXIFLUORFEM;Quimico;OXIFLUORFEM;HERBICIDA;Citros;MILIGRAMA/KILOGRAMA;"Helmoquat; Freyr;"
OXIFLUORFEM;Quimico;OXIFLUORFEM;HERBICIDA;Repolho;MILIGRAMA/KILOGRAMA;Glifoready
PENDIMETALINA;Quimico;PENDIMETALINA;HERBICIDA;Cana-de-aá£car;MILIGRAMA/KILOGRAMA;Glifoready Sumitomo
PENDIMETALINA;Quimico;PENDIMETALINA;HERBICIDA;Soja;MILIGRAMA/KILOGRAMA;Glifosato High Load
PENDIMETALINA;Quimico;PENDIMETALINA;HERBICIDA;Maá∆;MILIGRAMA/KILOGRAMA;Viper
PENDIMETALINA;Quimico;PENDIMETALINA;HERBICIDA;Milho;MILIGRAMA/KILOGRAMA;Verdict Max
PENDIMETALINA;Quimico;PENDIMETALINA;HERBICIDA;Alho;MILIGRAMA/KILOGRAMA;Gallant Max
PENDIMETALINA;Quimico;PENDIMETALINA;HERBICIDA;Cebola;MILIGRAMA/KILOGRAMA;Verdict NF
PENDIMETALINA;Quimico;PENDIMETALINA;HERBICIDA;Algod∆o;MILIGRAMA/KILOGRAMA;Zavit
PENDIMETALINA;Quimico;PENDIMETALINA;HERBICIDA;Amendoim;MILIGRAMA/KILOGRAMA;"Kraken 240 EC; Xanten; Luqueno; Juleko;"
PENDIMETALINA;Quimico;PENDIMETALINA;HERBICIDA;Arroz;MILIGRAMA/KILOGRAMA;Clean Spray
PENDIMETALINA;Quimico;PENDIMETALINA;HERBICIDA;Batata;MILIGRAMA/KILOGRAMA;Atrazina Max Nortox
PENDIMETALINA;Quimico;PENDIMETALINA;HERBICIDA;CafÇ;MILIGRAMA/KILOGRAMA;"Atrazina 500 SC Rainbow; Atrak; Atrabest; Atradry; Antera;"
PENDIMETALINA;Quimico;PENDIMETALINA;HERBICIDA;Feij∆o;MILIGRAMA/KILOGRAMA;"Tibet; Nuevo;"
PENDIMETALINA;Quimico;PENDIMETALINA;HERBICIDA;Trigo;MILIGRAMA/KILOGRAMA;Dominum XT
PENDIMETALINA;Quimico;PENDIMETALINA;HERBICIDA;Citros;MILIGRAMA/KILOGRAMA;Linear
Penoxsulam;Quimico;Penoxsulam;HERBICIDA;Arroz;MILIGRAMA/KILOGRAMA;Trueno XT
Piraflufem;Quimico;Piraflufem;HERBICIDA;Soja;MILIGRAMA/KILOGRAMA;Picloram Nortox 240 SL
Piraflufem;Quimico;Piraflufem;HERBICIDA;Cana-de-aá£car;MILIGRAMA/KILOGRAMA;Cookie
Piraflufem;Quimico;Piraflufem;HERBICIDA;Milho;MILIGRAMA/KILOGRAMA;"Sniper; Hercules;"
Piraflufem-et°lico;Quimico;Piraflufem-et°lico;HERBICIDA;Feij∆o;MILIGRAMA/KILOGRAMA;Creta
Piraflufem-et°lico;Quimico;Piraflufem-et°lico;HERBICIDA;Batata;MILIGRAMA/KILOGRAMA;Kroll
Piraflufem-et°lico;Quimico;Piraflufem-et°lico;HERBICIDA;Algod∆o;MILIGRAMA/KILOGRAMA;Willosate
Pirazossulfurom-et°lico;Quimico;Pirazossulfurom-et°lico;HERBICIDA;Arroz;MILIGRAMA/KILOGRAMA;Trop 480 SL
Piritiobaque-s¢dico;Quimico;Piritiobaque-s¢dico;HERBICIDA;Algod∆o;MILIGRAMA/KILOGRAMA;Zino 750 WG
PIROXASSULFONA;Quimico;PIROXASSULFONA;HERBICIDA;Milho;MILIGRAMA/KILOGRAMA;Soyaclean Xtra
PIROXASSULFONA;Quimico;PIROXASSULFONA;HERBICIDA;Soja;MILIGRAMA/KILOGRAMA;Greener
PIROXASSULFONA;Quimico;PIROXASSULFONA;HERBICIDA;Amendoim;MILIGRAMA/KILOGRAMA;Station 240 SL
PIROXASSULFONA;Quimico;PIROXASSULFONA;HERBICIDA;Cevada;MILIGRAMA/KILOGRAMA;Campestre 240 SL
PIROXASSULFONA;Quimico;PIROXASSULFONA;HERBICIDA;Trigo;MILIGRAMA/KILOGRAMA;Zonic
PIROXASSULFONA;Quimico;PIROXASSULFONA;HERBICIDA;Algod∆o;MILIGRAMA/KILOGRAMA;Guerrero
PIROXASSULFONA;Quimico;PIROXASSULFONA;HERBICIDA;CafÇ;MILIGRAMA/KILOGRAMA;Ametrina 500 SC Rainbow
PIROXASSULFONA;Quimico;PIROXASSULFONA;HERBICIDA;Girassol;MILIGRAMA/KILOGRAMA;Lavra
PIROXASSULFONA;Quimico;PIROXASSULFONA;HERBICIDA;Citros;MILIGRAMA/KILOGRAMA;Trifluralina H Nortox
PIROXASSULFONA;Quimico;PIROXASSULFONA;HERBICIDA;Cana-de-aá£car;MILIGRAMA/KILOGRAMA;Atrazina 500 SC Alamos
PIROXASSULFONA;Quimico;PIROXASSULFONA;HERBICIDA;Batata;MILIGRAMA/KILOGRAMA;Tempest
PIROXASSULFONA;Quimico;PIROXASSULFONA;HERBICIDA;Mandioca;MILIGRAMA/KILOGRAMA;Grandus WG
Piroxsulam;Quimico;Piroxsulam;HERBICIDA;Trigo;MILIGRAMA/KILOGRAMA;Paicer WG
PROFOXIDIM;Quimico;PROFOXIDIM;HERBICIDA;Arroz;MILIGRAMA/KILOGRAMA;Cartago
PROMETRINA;Quimico;PROMETRINA;HERBICIDA;Batata yacon;MILIGRAMA/KILOGRAMA;Staff
PROMETRINA;Quimico;PROMETRINA;HERBICIDA;Cenoura;MILIGRAMA/KILOGRAMA;Batalha 240 SL
PROMETRINA;Quimico;PROMETRINA;HERBICIDA;Cebola;MILIGRAMA/KILOGRAMA;Simatop Rainbow
PROMETRINA;Quimico;PROMETRINA;HERBICIDA;Mandioquinha-salsa / Batata Baroa;MILIGRAMA/KILOGRAMA;Fontfop
PROMETRINA;Quimico;PROMETRINA;HERBICIDA;Algod∆o;MILIGRAMA/KILOGRAMA;Troller
PROMETRINA;Quimico;PROMETRINA;HERBICIDA;Alho;MILIGRAMA/KILOGRAMA;Kennox
PROMETRINA;Quimico;PROMETRINA;HERBICIDA;Ervilha;MILIGRAMA/KILOGRAMA;Capote
PROMETRINA;Quimico;PROMETRINA;HERBICIDA;Inhame;MILIGRAMA/KILOGRAMA;Quallis
PROMETRINA;Quimico;PROMETRINA;HERBICIDA;Batata-doce;MILIGRAMA/KILOGRAMA;Trovati
PROMETRINA;Quimico;PROMETRINA;HERBICIDA;Car†;MILIGRAMA/KILOGRAMA;Tecnup
PROMETRINA;Quimico;PROMETRINA;HERBICIDA;Gengibre;MILIGRAMA/KILOGRAMA;Verlon
PROMETRINA;Quimico;PROMETRINA;HERBICIDA;Mandioca;MILIGRAMA/KILOGRAMA;Adifac
PROPANIL;Quimico;PROPANIL;HERBICIDA;Arroz;MILIGRAMA/KILOGRAMA;Atrazina SD 500 SC
Propaquizafope;Quimico;Propaquizafope;HERBICIDA;Arroz;MILIGRAMA/KILOGRAMA;2 4-D (240) + Picloram (64) SL
Propaquizafope;Quimico;Propaquizafope;HERBICIDA;Algod∆o;MILIGRAMA/KILOGRAMA;Fabian WG
Propaquizafope;Quimico;Propaquizafope;HERBICIDA;Soja;MILIGRAMA/KILOGRAMA;Metagan
Quincloraque;Quimico;Quincloraque;HERBICIDA;Arroz;MILIGRAMA/KILOGRAMA;AUG 126
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;Algod∆o;MILIGRAMA/KILOGRAMA;Glifocopa 720 WG
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;Aveia;MILIGRAMA/KILOGRAMA;Lamper 480 SC
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;CafÇ;MILIGRAMA/KILOGRAMA;GLIFOX 480 BR
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;Citros;MILIGRAMA/KILOGRAMA;Templo
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;Amendoim;MILIGRAMA/KILOGRAMA;Miura EC
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;Feij∆o;MILIGRAMA/KILOGRAMA;AUG 103
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;Gr∆o-de-bico;MILIGRAMA/KILOGRAMA;Pistol
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;Cebola;MILIGRAMA/KILOGRAMA;Dexa WG
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;Arroz;MILIGRAMA/KILOGRAMA;Nongrass
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;Ervilha;MILIGRAMA/KILOGRAMA;Mour∆oBR
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;Feij∆o-caupi;MILIGRAMA/KILOGRAMA;Maxizato
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;Soja;MILIGRAMA/KILOGRAMA;Glifosato K Atanor
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;Trigo;MILIGRAMA/KILOGRAMA;Bleran
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;Citros;MILIGRAMA/KILOGRAMA;Gopan
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;Centeio;MILIGRAMA/KILOGRAMA;"Glufosinate-Ammonium 200 SL Yonon; Glufosinato 200 Agroimport; Glufosinato YNN 200 SL Perterra; Loyer SL; Clavengo;"
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;Batata;MILIGRAMA/KILOGRAMA;"Pastor; Zapar;"
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;Cevada;MILIGRAMA/KILOGRAMA;2 4-D Agroimport
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;Lentilha;MILIGRAMA/KILOGRAMA;Soyatop Xtra
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;Tomate;MILIGRAMA/KILOGRAMA;Trunfo
QUIZALOFOPE-P-ET÷LICO;Quimico;QUIZALOFOPE-P-ET÷LICO;HERBICIDA;Triticale;MILIGRAMA/KILOGRAMA;"Glint; Gramilant; Toplox;"
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Soja;MILIGRAMA/KILOGRAMA;Glifosato Soma 480 SL
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Caqui;MILIGRAMA/KILOGRAMA;2 4-D Super Amine SG
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Ervilha;MILIGRAMA/KILOGRAMA;Mojjave
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Pupunha;MILIGRAMA/KILOGRAMA;Electro
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Arroz;MILIGRAMA/KILOGRAMA;Roundup Original Mais
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Girassol;MILIGRAMA/KILOGRAMA;Decisive
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Aveia;MILIGRAMA/KILOGRAMA;Topatudo
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Centeio;MILIGRAMA/KILOGRAMA;Mirato
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Cevada;MILIGRAMA/KILOGRAMA;Agile
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Caju;MILIGRAMA/KILOGRAMA;Imazetapir R 700 WG Perterra
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Lentilha;MILIGRAMA/KILOGRAMA;Celebrate
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Couve-chinesa;MILIGRAMA/KILOGRAMA;Diuron 500 SC Rainbow
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Canola;MILIGRAMA/KILOGRAMA;Tropicio
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Feij∆o;MILIGRAMA/KILOGRAMA;Diuron R 500 SC Perterra
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Feij∆o-fava;MILIGRAMA/KILOGRAMA;Atrazina Agro Import
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Sorgo;MILIGRAMA/KILOGRAMA;Exemplo
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Milho;MILIGRAMA/KILOGRAMA;Calaris
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Uva;MILIGRAMA/KILOGRAMA;Atrazina CCAB 500 SC
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Triticale;MILIGRAMA/KILOGRAMA;Nippon
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Mangaba;MILIGRAMA/KILOGRAMA;"Atrazina Fersol 500 SC; Atraforce 500 SC;"
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Pinh∆o;MILIGRAMA/KILOGRAMA;Enlist Colex-D
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Castanha-do-Par†;MILIGRAMA/KILOGRAMA;Triclopir CCAB 480 EC
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Gengibre;MILIGRAMA/KILOGRAMA;Sweep Off
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Batata;MILIGRAMA/KILOGRAMA;"Freno 240 EC; Luxor RA;"
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Batata-doce;MILIGRAMA/KILOGRAMA;Wiluron
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Couve-Flor;MILIGRAMA/KILOGRAMA;Glifosal
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Mam∆o;MILIGRAMA/KILOGRAMA;Diquat CCAB 200 SL
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Cana-de-aá£car;MILIGRAMA/KILOGRAMA;Compass
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Carambola;MILIGRAMA/KILOGRAMA;Calipen SC
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Figo;MILIGRAMA/KILOGRAMA;Farmozine
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Br¢colis;MILIGRAMA/KILOGRAMA;Kaner 800 WG
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Couve-de-bruxelas;MILIGRAMA/KILOGRAMA;Herbzina
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Feij∆o-caupi;MILIGRAMA/KILOGRAMA;Magneto SC
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Gr∆o-de-bico;MILIGRAMA/KILOGRAMA;Bellum 480 SC
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Aáa°;MILIGRAMA/KILOGRAMA;Mattor
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Couve;MILIGRAMA/KILOGRAMA;Ralbuzin 480 SC
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Batata yacon;MILIGRAMA/KILOGRAMA;Glifosato 72 WG Alamos
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Tomate;MILIGRAMA/KILOGRAMA;Loyant
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Mandioca;MILIGRAMA/KILOGRAMA;Nico 750 WG
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Coco;MILIGRAMA/KILOGRAMA;Dez Gold
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Dendà;MILIGRAMA/KILOGRAMA;Sugarina
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Car†;MILIGRAMA/KILOGRAMA;Ametrina R 500 SC Perterra
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Inhame;MILIGRAMA/KILOGRAMA;Ultimato WG
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Repolho;MILIGRAMA/KILOGRAMA;Walux
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Citros;MILIGRAMA/KILOGRAMA;"Topinam; Baihta;"
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Algod∆o;MILIGRAMA/KILOGRAMA;Nicosulfuron Nortox 750 WG
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Trigo;MILIGRAMA/KILOGRAMA;Selezione Nortox
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Goiaba;MILIGRAMA/KILOGRAMA;Mesotriona Cana Nortox
S-metolacloro;Quimico;S-metolacloro;HERBICIDA;Amendoim;MILIGRAMA/KILOGRAMA;Jaffa
